procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0 910800 590416 1267100 935184    0    0 49152  2548 6959 1706 11  2 87  0  0  0
 2  0 910800 503852 1324444 935400    0    0 57344    12 7001 1635 12  3 85  0  0  0
 2  0 910800 437956 1324444 935408    0    0     0     0 3574 1756 24  2 75  0  0  0
 1  0 910800 441344 1373596 935428    0    0 49152     0 7398 2044 14  3 83  0  0  0
 1  0 910800 389748 1422748 935220    0    0 49152    16 6752 1562 10  3 88  0  0  0
 1  0 910800 399716 1422784 935432    0    0     0   276 2280 1435 12  1 87  0  0  0
 1  0 910800 370936 1472004 935412    0    0 49168   180 6558 2261 11  3 87  0  0  0
 2  0 910800 361444 1529364 935460    0    0 57344    84 6562 1682 11  2 87  0  0  0
 2  0 910800 258092 1578516 935460    0    0 49152     0 6741 1677 18  3 79  0  0  0
 1  0 910800 323496 1578604 935500    0    0    16   596 4013 2713 21  1 77  0  0  0
 1  0 910800 336200 1627764 935300    0    0 49152  1500 5791 1521 11  2 87  0  0  0
 1  0 910800 279320 1676916 935524    0    0 49152     0 5980 1522 10  2 87  0  0  0
 1  0 910800 282664 1734268 935372    0    0 57344    44 6003 1517 11  2 87  0  0  0
 1  0 910800 213676 1734276 935592    0    0     0    32 2257 1442 12  1 87  0  0  0
 2  0 910800 162692 1783444 935600    0    0 49152   232 6586 1869 13  2 84  0  0  0
 2  0 910800 211508 1700660 888944    0    0 49152     0 7301 1823 22  3 74  0  0  0
 1  0 910800 227900 1749844 888724    4    0 49156   128 7097 2134 13  2 84  0  0  0
 2  0 910800 232448 1807188 888544    0    0 57344    12 5675 1544 11  2 87  0  0  0
 1  0 910800 193456 1807188 888756    0    0     0   132 3652 1369 11  2 87  0  0  0
 1  0 910800 235780 1791872 880304    0    0 49216   136 4866 1912 12  1 87  0  0  0
 1  0 910800 205852 1808512 880480    0    0 49152    12 6431 1409 10  2 87  0  0  0
 2  0 910800 242492 1731776 880560    4    0 49172  1424 7865 2689 19  3 77  0  0  0
 2  0 910800 264900 1731792 880520    0    0     0   124 3361 1896 20  1 79  0  0  0
 1  0 910800 239896 1789136 880524    0    0 57344     0 6239 1646 11  2 87  0  0  0
 1  0 910800 202124 1774040 880704    0    0 49152    32 5840 1524 10  2 87  0  0  0
 1  0 910800 251576 1791192 880320    0    0 49152     4 6244 1440 10  2 87  0  0  0
 1  0 910800 198204 1791232 880500    4    0     4   328 3507 1525 12  1 87  0  0  0
 2  0 910800 187388 1775872 880540    0    0 49156    12 5541 1801 15  2 83  0  0  0
 2  0 910800 222648 1680136 880636    0    0 57344    68 8052 2346 22  3 75  0  0  0
 1  0 910800 301720 1680168 880576    0    0    16   108 4978 1911 13  2 85  0  0  0
 1  0 910800 256924 1729320 880576    0    0 49152     4 4356 1454 12  1 87  0  0  0
 1  0 910800 217068 1778504 880580   20    0 49172    92 6244 1706 11  2 87  0  0  0
 2  0 910800 198072 1795664 880360    0    0 49152  1440 6784 1733 10  2 87  0  0  0
 2  0 910800 240400 1773160 880476    0    0 40960   212 5316 1649 11  2 87  0  0  0
 2  0 910800 200680 1726824 880584    0    0 16384     0 4508 1907 22  2 76  0  0  0
 1  0 910800 254896 1683048 880540    0    0 49152     0 7437 2025 17  3 80  0  0  0
 1  0 910800 211340 1732272 880600    0    0 49184   204 6952 2865 11  2 87  0  0  0
 1  0 910800 209208 1749680 880712    0    0 49152    12 5826 1627 11  2 87  0  0  0
 1  0 910800 193456 1749688 880660    0    0     0    56 2419 1410 12  1 87  0  0  0
 1  0 910800 222896 1743336 880716    0    0 57392   180 6629 1980 11  2 87  0  0  0
 2  0 910800 246516 1730280 880724    0    0 49152    16 6647 1638 15  3 82  0  0  0
 1  0 910800 329592 1717492 880892    0    0 49152    80 7288 2229 22  3 75  0  0  0
 1  0 910800 237776 1766644 880752    0    0 49152  2148 5959 1556 11  2 87  0  0  0
 1  0 910800 236680 1766644 880756    0    0     0     8 2399 1433 12  1 87  0  0  0
 1  0 910800 199944 1791476 880896    0    0 57344     0 5990 1459 11  2 87  0  0  0
 1  0 910800 236908 1808124 880540    0    0 49152   240 5948 1546 11  2 87  0  0  0
 2  0 910800 225716 1775900 880872    4    0     4   124 4497 1546 11  2 87  0  0  0
 2  0 910800 222624 1700172 880720    0    0 49152   348 5536 2093 23  3 75  0  0  0
 1  0 910800 309644 1688908 881204    0    0 49152     0 6516 2115 16  3 80  0  0  0
 1  0 910800 253328 1746284 880756    0    0 57360   100 6678 1905 11  2 87  0  0  0
 1  0 910800 202516 1795436 880792    0    0 49152     0 6238 1480 10  2 87  0  0  0
 1  0 910800 194984 1795532 881028    0    0    16   472 3100 2364 12  1 87  0  0  0
 1  0 910800 229508 1780172 881032    0    0 49152     0 6055 1619 11  2 87  0  0  0
 2  0 910800 204356 1797324 881112    0    0 49152  1392 6991 1803 16  3 81  0  0  0
 1  0 910800 264044 1700812 880848    0    0 57344    80 9091 24913 24  4 72  0  0  0
 1  0 910800 265516 1700812 881056    0    0     0     0 2136 1364 12  1 87  0  0  0
 1  0 910800 219588 1749964 881184    4    0 49156     0 5464 1512 11  2 87  0  0  0
 1  0 910800 202904 1767156 881208    0    0 49216   148 6323 2112 11  2 87  0  0  0
 1  0 910800 195168 1784068 881260    0    0 49152    60 5728 1700 11  2 87  0  0  0
 2  0 910800 231436 1752284 881144    0    0    16  1868 5003 2701 12  2 86  0  0  0
 2  0 910800 209772 1716000 881652    0    0 57504   260 7343 4444 26  3 71  0  0  0
 1  0 910800 254744 1704016 881648    0    0 49152   132 7759 2528 15  3 82  0  0  0
 1  0 910800 192848 1722192 881740    0    0 49152     0 5745 1672 11  2 87  0  0  0
 1  0 910800 300752 1691000 881656    0    0     0   388 3896 1685 11  2 87  0  0  0
 1  0 910800 268532 1740224 881744    0    0 49200   180 5272 2316 12  1 87  0  0  0
 1  0 910800 212056 1797568 881532    0    0 57344    40 7518 1639 10  3 87  0  0  0
 2  0 910800 196344 1734144 881820    0    0    64   212 5797 2555 17  3 80  0  0  0
 1  0 910800 266268 1690656 881916    0    0 49152    96 5923 2356 22  2 76  0  0  0
 1  0 910800 219740 1708320 881836    0    0 49152  2292 6180 1549 11  2 87  0  0  0
 1  0 910800 204372 1726040 881596    0    0 49168   184 6354 2068 11  2 87  0  0  0
 1  0 910800 235084 1752200 881660    0    0 57344   140 7283 2033 11  2 87  0  0  0
 1  0 910800 218040 1752208 881864    0    0     0    28 2376 1467 12  0 87  0  0  0
 2  0 910800 258448 1737616 881692    0    0 49152     8 6607 1719 12  3 85  0  0  0
 2  0 910800 196152 1724560 882072    0    0 49152     4 7971 2016 22  4 75  0  0  0
 1  0 910800 214716 1712568 881900    0    0 49152   128 7695 2282 15  2 82  0  0  0
 1  0 910800 217076 1712568 881900    0    0     0     4 2349 1420 12  1 87  0  0  0
 1  0 910800 262104 1677016 881908    0    0 57344   108 7268 1698 11  2 87  0  0  0
 1  0 910800 244368 1726176 881900    0    0 49152   244 6518 1708 10  2 87  0  0  0
 1  0 910800 192432 1775328 881912    0    0 49152     8 5610 1535 11  2 87  0  0  0
 2  0 910800 309724 1694788 881796    0    0 106496  2268 7733 2582 19  3 78  0  0  0
 1  0 910800 297472 1719364 881976    0    0 147456     4 9307 2338 20  3 77  0  0  0
 1  0 910800 274964 1734020 882288    0    0 106528   172 6515 2395 11  2 87  1  0  0
 1  0 910800 224596 1794180 882128    0    0 155648     8 8275 1775 11  2 87  1  0  0
 1  0 910800 254520 1763972 882144    0    0 98304     0 6329 1732 11  2 87  0  0  0
 1  0 910800 227948 1790132 882056    0    0 155760   148 9812 2242 11  2 87  0  0  0
 2  0 910800 194072 1789108 882444    0    0 98304    16 6596 1704 14  2 84  0  0  0
 2  0 910800 194364 1724340 882388    4    0 155652     0 9304 2086 22  3 74  0  0  0
 1  0 910800 245380 1767348 882776    0    0 106496     8 8047 2092 14  2 84  0  0  0
 1  0 910800 216944 1786804 882780    0    0 147456     0 7994 1719 11  2 87  0  0  0
 1  0 910800 240164 1764820 883148    0    0 106576  1780 6960 2171 12  2 87  0  0  0
 1  0 910800 250612 1761500 883696    0    0 155648    44 9066 1631 11  2 87  0  0  0
 1  0 910800 207512 1795064 883904    0    0 98304    92 6159 1756 11  1 87  0  0  0
 2  0 910800 225060 1759224 884088    0    0 155648     0 9873 2000 19  4 77  0  0  0
 2  0 910800 297816 1732604 884536    0    0 98304    44 7665 2542 20  2 78  0  0  0
 1  0 910800 208420 1794812 884888    0    0 155648     0 7848 1700 11  2 86  1  0  0
 1  0 910800 223984 1774076 885140    0    0 106496    12 6131 1663 11  2 87  0  0  0
 1  0 910800 224084 1761340 885532    0    0 147520   192 8578 2708 11  2 86  0  0  0
 1  0 910800 242028 1803588 885812    0    0 106496    36 6334 1743 11  1 87  0  0  0
 2  0 910800 242536 1736268 886400    0    0 155648    60 8692 1795 14  3 83  0  0  0
 2  0 910800 229864 1678444 886520    0    0 98320    84 7274 2303 23  2 74  0  0  0
 1  0 910800 228304 1771372 886720    0    0 155648  2020 8365 2136 13  2 84  0  0  0
 1  0 910800 195388 1805164 887152    0    0 98304    12 5798 1593 11  2 87  0  0  0
 1  0 910800 203820 1798764 887512    0    0 155648     8 8589 1645 11  2 87  0  0  0
 1  0 910800 230304 1815928 887728    0    0 114688    84 6841 1698 11  2 87  0  0  0
 1  0 910800 203752 1793912 887876    0    0 139264     8 8448 1622 11  2 87  0  0  0
 3  0 910800 224148 1727104 888596    0    0 122880    44 7547 2088 20  3 77  0  0  0
 1  0 910800 232068 1741216 888484    0    0 139264    96 9575 2234 19  3 78  0  0  0
 2  0 910800 232200 1754888 888848    0    0 106496    12 6436 1624 11  2 87  0  0  0
 1  0 910800 200704 1742752 889120    0    0 147456   264 8580 1688 11  2 87  0  0  0
 1  0 910800 224640 1739452 889392    0    0 122896   112 7796 1990 11  2 87  0  0  0
 1  0 910800 238916 1744836 889924    0    0 131072  1620 8359 1633 11  2 87  0  0  0
 5  0 910800 218056 1710852 890228    4    0 122948   232 8489 2596 14  2 83  0  0  0
 2  0 910800 206700 1628420 890708    0    0 131072     4 9620 2023 22  3 74  0  0  0
 0  1 910800 230360 1690884 890864    0    0 122880     0 7443 2127 14  2 84  0  0  0
 1  0 910800 203120 1706756 890880    0    0 139264     0 8881 21082 13  3 84  0  0  0
 2  0 910800 249216 1756420 891620    0    0 139264     4 7746 1660 11  2 87  0  0  0
 1  0 910800 214620 1769228 891916    0    0 114688    44 7516 1710 11  2 87  0  0  0
 1  0 910800 270732 1724428 892256    0    0 147456     8 7683 1861 11  2 87  0  0  0
 2  0 910800 215472 1736972 892416    0    0 106496     0 8605 2064 20  2 77  0  0  0
 1  0 910800 246668 1706796 892984    0    0 155664   100 9383 2531 19  3 78  0  0  0
 1  0 910800 204000 1741868 893856    0    0 98304     8 6322 1655 11  1 87  0  0  0
 1  0 910800 201084 1770124 893912    0    0 155696   328 9810 3651 12  3 85  0  0  0
 1  0 910800 205320 1779512 894408    0    0 106496  1892 7454 2264 12  2 86  0  0  0
 1  0 910800 210008 1766208 894608    0    0 147456    44 8050 1805 11  2 87  0  0  0
 2  0 910800 222124 1715520 895192    0    0 106496     8 6916 1695 15  2 83  0  0  0
 2  0 910800 245892 1630784 895452    8    0 155656  2136 11070 2331 22  4 74  0  0  0
 1  0 910800 196044 1638016 895756    0    0 98304   228 7034 2615 13  2 85  0  0  0
 1  0 910800 220888 1630076 896008    0    0 81916     0 5780 2019 11  2 87  0  0  0
 0  0 910800 1889236  28988 884840    0    0    92   272 6120 3684  3  5 92  0  0  0
 0  0 910800 1900484  29036 884508    0    0    16   136 2065 2229  0  0 100  0  0  0
 0  0 910800 1915552  29036 884548    0    0     0    24 1319 1406  0  0 100  0  0  0
 1  0 910800 1856988  29124 884468    0    0     0   764 2829 2232  9  1 89  0  0  0
