procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0 859300 272820 1767504 771472    0    0 57344     0 5950 1484 11  2 87  0  0  0
 1  0 859300 214712 1816656 771472    0    0 49152  1488 6679 1673 11  3 87  0  0  0
 1  0 859300 223032 1800808 771476    0    0 49152   204 6211 1589 11  2 87  0  0  0
 2  0 859300 214996 1768560 771584    0    0     0    48 2732 1589 15  1 84  0  0  0
 2  0 859300 193992 1785712 771488    0    0 49152    12 7315 1805 22  3 74  0  0  0
 1  0 859300 255844 1717396 771500    0    0 57344   212 7111 2059 13  2 84  0  0  0
 1  0 859300 208804 1766548 771632    0    0 49152   196 5915 1536 11  2 87  0  0  0
 1  0 859300 212444 1766548 771632    0    0     0     0 3854 1395 11  1 87  0  0  0
 1  0 859300 212400 1783748 771628    0    0 49168   172 4561 1985 12  1 87  0  0  0
 1  0 859300 196800 1800900 771660    0    0 49152    16 5344 1471 11  2 87  0  0  0
 2  0 859300 195324 1761796 771700    4    0 57380   160 7687 2699 19  3 77  0  0  0
 1  0 859300 286580 1730836 771712    0    0     0  1588 5639 2061 19  2 79  0  0  0
 1  0 859300 259096 1779988 771712    0    0 49152     0 4427 1393 12  1 87  0  0  0
 1  0 859300 207964 1829140 771716    0    0 49152     0 5851 1537 11  2 87  0  0  0
 1  0 859300 194284 1845268 771908    0    0 49152     0 5973 1419 10  2 87  0  0  0
 1  0 859300 192548 1845316 771732    0    0     0   420 2365 1471 12  0 87  0  0  0
 2  0 859300 188344 1805132 771948    0    0 57348   104 7524 1736 14  3 83  0  0  0
 2  0 859300 201100 1728332 771872    0    0 49152     0 7939 2297 22  3 75  0  0  0
 0  1 859300 259556 1769324 771892    0    0 40960   100 5497 1983 13  3 84  0  0  0
 1  0 859300 243696 1777516 771892    0    0  8192     4 3107 1369 12  1 87  0  0  0
 1  0 859300 233936 1826700 771876    0    0 49152   108 5701 1622 11  2 87  0  0  0
 1  0 859300 219596 1818260 771908    0    0 57344    32 6710 1739 10  2 87  1  0  0
 1  0 859300 203840 1818272 771908    0    0     0  1408 4219 1456 11  2 87  0  0  0
 2  0 859300 201548 1739688 771912    0    0 49152    48 5452 2073 22  2 75  0  0  0
 1  0 859300 308764 1757096 771860    0    0 49152     8 8722 20333 19  3 77  0  0  0
 1  0 859300 216556 1806320 771960    0    0 49152   216 6560 2730 11  3 86  0  0  0
 1  0 859300 258604 1773808 772100    0    0     0     4 4166 1476 11  1 87  0  0  0
 1  0 859300 223196 1831160 771964    0    0 57344   104 4511 1434 12  1 87  0  0  0
 2  0 859300 204000 1814296 772000    0    0 49184    92 6665 2000 11  2 87  0  0  0
 2  0 859300 182440 1797952 772080    0    0 49152   412 6744 1782 16  2 81  0  0  0
 3  0 859300 202856 1733192 771816    0    0 155648    44 10518 2376 23  3 74  0  0  0
 2  0 859300 230008 1768008 771940    0    0 98304     0 7066 1649 12  1 87  0  0  0
 1  0 859300 243104 1799240 772008    0    0 155648  2040 7986 1669 11  2 87  0  0  0
 1  0 859300 370244 1710664 772244    0    0 106496    32 6907 1744 12  2 87  0  0  0
 1  0 859300 251940 1794904 772184    0    0 147456   100 8139 1699 11  2 87  0  0  0
 1  0 859300 265364 1774200 772172    0    0 106496   116 6536 1708 12  2 87  0  0  0
 2  0 859300 247984 1709176 772032    0    0 155648     4 10287 2231 22  4 74  0  0  0
 2  0 859300 409368 1683832 772132    0    0 98304   192 6776 2037 17  2 81  0  0  0
 1  0 859300 298516 1744800 772068    0    0 155664   140 9434 2283 11  2 86  0  0  0
 1  0 859300 360496 1713824 772268    0    0 98304    52 5819 1557 12  1 87  0  0  0
 1  0 859300 194132 1837800 772112    0    0 155680   184 8543 2467 11  2 86  0  0  0
 1  0 859300 238112 1845992 772284    0    0 106496     0 6468 1776 12  2 86  0  0  0
 2  0 859300 208204 1765864 772336    0    0 147456  1624 9062 1873 17  3 80  0  0  0
 1  0 859300 283428 1716724 772504    0    0 106496   120 8919 2474 22  3 75  0  0  0
 1  0 859300 231352 1776116 772200    0    0 155648     4 8517 1591 11  2 87  0  0  0
 1  0 859300 230128 1809412 772252    0    0 98304   112 6518 1577 12  2 87  0  0  0
 1  0 859300 283112 1804836 772404    0    0 155664   112 8894 2127 11  2 87  0  0  0
 1  0 859300 256088 1776172 772564    0    0 98304    40 6016 1573 12  1 87  0  0  0
 2  0 859300 219136 1802860 772824    0    0 155648   256 8594 2390 12  2 86  0  0  0
 2  0 859300 217756 1720172 773044    0    0 106496     0 8031 2039 23  3 74  0  0  0
 3  0 859300 245272 1773228 773696 1760    0 149232   224 11095 4600 18  3 78  2  0  0
 1  0 859300 266624 1753292 774164  108    0 106780   216 7225 2914 13  2 84  1  0  0
 1  0 859300 232812 1781452 774504    0    0 155648  1956 9304 1623 11  2 87  0  0  0
 1  0 859300 205232 1815564 774828    0    0 98336   284 6558 2320 12  2 86  0  0  0
 1  0 859300 235924 1775884 775072    0    0 131072    24 6749 1519 11  2 87  0  0  0
 2  0 859300 204432 1739344 775496    0    0 122912   216 8612 2495 18  3 79  0  0  0
 0  1 859300 195596 1739640 775548    0    0 155648   220 9024 2716 21  3 76  0  0  0
 1  0 859300 296360 1721720 775844    0    0 106496     0 6424 1510 11  2 87  0  0  0
 1  0 859300 247500 1773228 776148    0    0 147472   160 9408 2194 11  2 87  0  0  0
 1  0 859300 234980 1782880 776644    0    0 106512  2040 6794 2596 11  2 86  1  0  0
 1  0 859300 241064 1777768 777012    0    0 155648    32 8588 1596 11  2 87  0  0  0
 2  0 859300 195160 1780600 777124    0    0 98304   144 6453 1810 13  2 85  0  0  0
 2  0 859300 230156 1688952 777344    0    0 131072     0 8048 1937 22  4 74  0  0  0
 1  0 859300 253676 1718680 778212    0    0 122880   124 7818 2234 15  2 83  0  0  0
 1  0 859300 279956 1731224 778004    0    0 106496     0 6328 1486 11  2 87  0  0  0
 1  0 859300 246428 1760432 778592    0    0 155648    92 7971 1630 11  2 87  0  0  0
 1  0 859300 364388 1701560 778628    0    0 98304    28 6013 1573 12  1 87  0  0  0
 1  0 859300 240076 1763256 778952    0    0 155648    56 7994 1557 11  2 87  1  0  0
 2  0 859300 197396 1735128 779436    0    0 98320  2116 7785 2184 19  2 78  1  0  0
 1  0 859300 271180 1735384 779812    0    0 155648     0 9056 2307 19  3 77  0  0  0
 1  0 859300 225144 1777688 779992    0    0 106512   180 6803 2415 12  1 87  0  0  0
 1  0 859300 237380 1766168 780420    0    0 147456     0 8238 1801 11  2 87  0  0  0
 1  0 859300 230260 1777176 780716    0    0 106496     0 6171 1602 11  2 87  0  0  0
 1  0 859300 270132 1734976 780988    0    0 147472   200 8215 2226 11  2 86  1  0  0
 1  0 859300 222740 1747008 781264    0    0 106496    20 7404 1608 14  2 84  0  0  0
 2  0 859300 255372 1645632 781648    0    0 147456     0 9713 1928 22  3 74  0  0  0
 1  0 859300 243676 1752128 782000    0    0 106496     0 7885 2011 14  2 84  0  0  0
 1  0 859300 245116 1749824 782112    0    0 155648     0 8717 1484 11  2 87  0  0  0
 1  0 859300 255528 1738580 782540    0    0 81916   140 5588 1910 12  1 87  1  0  0
 0  0 859300 1996936  28516 773732    0    0    56   148 5977 3411  4  6 90  0  0  0
 0  0 859300 2005000  28608 773772    0    0    32   292 1922 2106  1  0 99  0  0  0
 3  0 859300 1983992  28608 773908    0    0     0    12 2939 1951 10  2 89  0  0  0
